2026-09-02 23:28:40.551 INFO: ===========VERIFYING SETTINGS===========
2026-09-02 23:28:40.551 INFO: Stage Two is activated as start_stage_two was defined
2026-09-02 23:28:40.551 WARNING: start_stage_two must be less than max_num_epochs, got 501 > 500
2026-09-02 23:28:40.551 WARNING: Stage Two will not start, as start_stage_two > max_num_epochs
2026-09-02 23:28:40.551 INFO: MACE version: 0.3.16
2026-09-02 23:28:40.625 INFO: CUDA version: 12.6, CUDA device: 0
2026-09-02 23:28:40.677 INFO: ===========LOADING INPUT DATA===========
2026-09-02 23:28:40.677 INFO: Using heads: ['Default']
2026-09-02 23:28:40.677 INFO: Using the key specifications to parse data:
2026-09-02 23:28:40.677 INFO: Default: KeySpecification(info_keys={'energy': 'TotEnergy', 'stress': 'REF_stress', 'virials': 'REF_virials', 'dipole': 'dipole', 'head': 'head', 'elec_temp': 'elec_temp', 'total_charge': 'total_charge', 'polarizability': 'polarizability', 'total_spin': 'total_spin'}, arrays_keys={'forces': 'force', 'charges': 'REF_charges'})
2026-09-02 23:28:40.677 INFO: =============    Processing head Default     ===========
2026-09-02 23:28:40.810 INFO: Training set 1/1 [energy: 206, stress: 0, virials: 0, dipole components: 0, head: 206, elec_temp: 0, total_charge: 0, polarizability: 0, total_spin: 0, forces: 206, charges: 0]
2026-09-02 23:28:40.812 INFO: Total Training set [energy: 206, stress: 0, virials: 0, dipole components: 0, head: 206, elec_temp: 0, total_charge: 0, polarizability: 0, total_spin: 0, forces: 206, charges: 0]
2026-09-02 23:28:40.832 INFO: Validation set 1/1 [energy: 11, stress: 0, virials: 0, dipole components: 0, head: 11, elec_temp: 0, total_charge: 0, polarizability: 0, total_spin: 0, forces: 11, charges: 0]
2026-09-02 23:28:40.832 INFO: Total Validation set [energy: 11, stress: 0, virials: 0, dipole components: 0, head: 11, elec_temp: 0, total_charge: 0, polarizability: 0, total_spin: 0, forces: 11, charges: 0]
2026-09-02 23:28:40.832 INFO: Total number of configurations: train=206, valid=11, tests=[],
2026-09-02 23:28:40.832 INFO: Using atomic numbers from command line argument
2026-09-02 23:28:40.832 INFO: Atomic Numbers used: [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 26, 29, 30, 35, 53]
2026-09-02 23:28:40.832 INFO: Isolated Atomic Energies (E0s) not in training file, using command line argument
2026-09-02 23:28:40.833 INFO: Atomic Energies used (z: eV) for head Default: {1: -13.44479871561175, 2: -78.82026497397555, 3: -203.32889490923526, 4: -398.9476678874043, 5: -670.7505467717353, 6: -1029.852812546429, 7: -1485.5394904484108, 8: -2042.975987335815, 9: -2714.2417581011205, 10: -3508.7436184608446, 11: -4415.242408190776, 12: -5443.898798172279, 13: -6594.619151072571, 14: -7873.684872727564, 15: -9285.660884444838, 16: -10832.622086200296, 17: -12520.671203385575, 18: -14354.28030489181, 19: -16323.546294804388, 20: -18436.482948520596, 26: -34384.00563450578, 29: -44637.392129868334, 30: -48417.153705836645, 35: -70041.25095534947, 53: -8099.879137037657}
2026-09-02 23:28:40.833 INFO: Processing datasets for head 'Default'
2026-09-02 23:28:41.004 INFO: Combining 1 list datasets for head 'Default'
2026-09-02 23:28:41.013 INFO: Combining 1 list datasets for head 'Default_valid'
2026-09-02 23:28:41.014 INFO: Combined validation datasets for Default
2026-09-02 23:28:41.014 INFO: Head 'Default' training dataset size: 206
2026-09-02 23:28:41.014 INFO: Computing average number of neighbors
2026-09-02 23:28:41.296 INFO: Average number of neighbors: 21.37837791442871
2026-09-02 23:28:41.297 INFO: During training the following quantities will be reported: energy, forces
2026-09-02 23:28:41.297 INFO: ===========MODEL DETAILS===========
2026-09-02 23:28:41.440 INFO: Building model
2026-09-02 23:28:41.440 INFO: Message passing with 32 channels and max_L=0 (32x0e)
2026-09-02 23:28:41.441 INFO: 2 layers, each with correlation order: 3 (body order: 4) and spherical harmonics up to: l=3
2026-09-02 23:28:41.441 INFO: 8 radial and 5 basis functions
2026-09-02 23:28:41.441 INFO: Radial cutoff: 5.0 A (total receptive field for each atom: 10.0 A)
2026-09-02 23:28:41.441 INFO: Distance transform for radial basis functions: None
2026-09-02 23:28:41.441 INFO: Hidden irreps: 32x0e
2026-09-02 23:28:42.440 INFO: ===========OPTIMIZER INFORMATION===========
2026-09-02 23:28:42.440 INFO: Using ADAM as parameter optimizer
2026-09-02 23:28:42.440 INFO: Batch size: 4
2026-09-02 23:28:42.440 INFO: Using Exponential Moving Average with decay: 0.99
2026-09-02 23:28:42.440 INFO: Number of gradient updates: 25750
2026-09-02 23:28:42.440 INFO: Learning rate: 0.01, weight decay: 1e-06
2026-09-02 23:28:42.440 INFO: WeightedEnergyForcesLoss(energy_weight=1.000, forces_weight=100.000)
2026-09-02 23:28:42.441 INFO: === Layer's learning rates ===
2026-09-02 23:28:42.441 INFO: Param group 0: lr = 0.01
2026-09-02 23:28:42.441 INFO: Param group 1: lr = 0.01
2026-09-02 23:28:42.441 INFO: Param group 2: lr = 0.01
2026-09-02 23:28:42.441 INFO: Param group 3: lr = 0.01
2026-09-02 23:28:42.441 INFO: Param group 4: lr = 0.01
2026-09-02 23:28:42.442 INFO: Using gradient clipping with tolerance=10.000
2026-09-02 23:28:42.442 INFO: 
2026-09-02 23:28:42.442 INFO: ===========TRAINING===========
2026-09-02 23:28:42.442 INFO: Started training, reporting errors on validation set
2026-09-02 23:28:42.442 INFO: Loss metrics on validation set
2026-09-02 23:28:43.483 INFO: Initial: head: Default, loss=2.58452797, RMSE_E_per_atom= 5004.23 meV, RMSE_F=  184.05 meV / A
2026-09-02 23:40:40.431 INFO: Epoch 253: head: Default, loss=0.00285400, RMSE_E_per_atom=    1.32 meV, RMSE_F=   17.72 meV / A
2026-09-02 23:40:43.232 INFO: Epoch 254: head: Default, loss=0.00281368, RMSE_E_per_atom=    1.03 meV, RMSE_F=   17.59 meV / A
2026-09-02 23:40:46.030 INFO: Epoch 255: head: Default, loss=0.00279929, RMSE_E_per_atom=    1.29 meV, RMSE_F=   17.55 meV / A
2026-09-02 23:40:48.831 INFO: Epoch 256: head: Default, loss=0.00284452, RMSE_E_per_atom=    1.77 meV, RMSE_F=   17.69 meV / A
2026-09-02 23:40:51.615 INFO: Epoch 257: head: Default, loss=0.00279681, RMSE_E_per_atom=    1.17 meV, RMSE_F=   17.54 meV / A
2026-09-02 23:40:54.427 INFO: Epoch 258: head: Default, loss=0.00286105, RMSE_E_per_atom=    3.52 meV, RMSE_F=   17.74 meV / A
2026-09-02 23:40:57.214 INFO: Epoch 259: head: Default, loss=0.00293362, RMSE_E_per_atom=    1.14 meV, RMSE_F=   17.96 meV / A
2026-09-02 23:40:59.998 INFO: Epoch 260: head: Default, loss=0.00293297, RMSE_E_per_atom=    1.80 meV, RMSE_F=   17.96 meV / A
2026-09-02 23:41:02.777 INFO: Epoch 261: head: Default, loss=0.00289387, RMSE_E_per_atom=    1.07 meV, RMSE_F=   17.84 meV / A
2026-09-02 23:41:05.567 INFO: Epoch 262: head: Default, loss=0.00284975, RMSE_E_per_atom=    1.15 meV, RMSE_F=   17.70 meV / A
2026-09-02 23:41:08.354 INFO: Epoch 263: head: Default, loss=0.00285129, RMSE_E_per_atom=    1.11 meV, RMSE_F=   17.71 meV / A
2026-09-02 23:41:11.141 INFO: Epoch 264: head: Default, loss=0.00281368, RMSE_E_per_atom=    1.10 meV, RMSE_F=   17.59 meV / A
2026-09-02 23:41:13.930 INFO: Epoch 265: head: Default, loss=0.00279278, RMSE_E_per_atom=    1.62 meV, RMSE_F=   17.53 meV / A
2026-09-02 23:41:16.734 INFO: Epoch 266: head: Default, loss=0.00274579, RMSE_E_per_atom=    0.93 meV, RMSE_F=   17.38 meV / A
2026-09-02 23:41:19.544 INFO: Epoch 267: head: Default, loss=0.00276562, RMSE_E_per_atom=    1.42 meV, RMSE_F=   17.44 meV / A
2026-09-02 23:41:22.336 INFO: Epoch 268: head: Default, loss=0.00271933, RMSE_E_per_atom=    1.03 meV, RMSE_F=   17.29 meV / A
2026-09-02 23:41:25.146 INFO: Epoch 269: head: Default, loss=0.00272272, RMSE_E_per_atom=    1.57 meV, RMSE_F=   17.31 meV / A
2026-09-02 23:41:27.924 INFO: Epoch 270: head: Default, loss=0.00269770, RMSE_E_per_atom=    1.14 meV, RMSE_F=   17.23 meV / A
2026-09-02 23:41:30.734 INFO: Epoch 271: head: Default, loss=0.00271204, RMSE_E_per_atom=    1.18 meV, RMSE_F=   17.27 meV / A
2026-09-02 23:41:33.517 INFO: Epoch 272: head: Default, loss=0.00269042, RMSE_E_per_atom=    0.90 meV, RMSE_F=   17.20 meV / A
2026-09-02 23:41:36.324 INFO: Epoch 273: head: Default, loss=0.00267633, RMSE_E_per_atom=    0.89 meV, RMSE_F=   17.16 meV / A
2026-09-02 23:41:39.133 INFO: Epoch 274: head: Default, loss=0.00266790, RMSE_E_per_atom=    1.02 meV, RMSE_F=   17.13 meV / A
2026-09-02 23:41:41.942 INFO: Epoch 275: head: Default, loss=0.00263952, RMSE_E_per_atom=    1.20 meV, RMSE_F=   17.04 meV / A
2026-09-02 23:41:44.739 INFO: Epoch 276: head: Default, loss=0.00262389, RMSE_E_per_atom=    2.12 meV, RMSE_F=   16.99 meV / A
2026-09-02 23:41:47.542 INFO: Epoch 277: head: Default, loss=0.00261949, RMSE_E_per_atom=    1.67 meV, RMSE_F=   16.97 meV / A
2026-09-02 23:41:50.355 INFO: Epoch 278: head: Default, loss=0.00260376, RMSE_E_per_atom=    1.63 meV, RMSE_F=   16.92 meV / A
2026-09-02 23:41:53.169 INFO: Epoch 279: head: Default, loss=0.00261139, RMSE_E_per_atom=    1.74 meV, RMSE_F=   16.95 meV / A
2026-09-02 23:41:55.960 INFO: Epoch 280: head: Default, loss=0.00259998, RMSE_E_per_atom=    1.24 meV, RMSE_F=   16.91 meV / A
2026-09-02 23:41:58.771 INFO: Epoch 281: head: Default, loss=0.00264311, RMSE_E_per_atom=    1.22 meV, RMSE_F=   17.05 meV / A
2026-09-02 23:42:01.563 INFO: Epoch 282: head: Default, loss=0.00264413, RMSE_E_per_atom=    2.44 meV, RMSE_F=   17.05 meV / A
2026-09-02 23:42:04.346 INFO: Epoch 283: head: Default, loss=0.00266066, RMSE_E_per_atom=    1.04 meV, RMSE_F=   17.11 meV / A
2026-09-02 23:42:07.130 INFO: Epoch 284: head: Default, loss=0.00262177, RMSE_E_per_atom=    1.22 meV, RMSE_F=   16.98 meV / A
2026-09-02 23:42:09.923 INFO: Epoch 285: head: Default, loss=0.00261655, RMSE_E_per_atom=    1.56 meV, RMSE_F=   16.96 meV / A
2026-09-02 23:42:12.707 INFO: Epoch 286: head: Default, loss=0.00258869, RMSE_E_per_atom=    1.37 meV, RMSE_F=   16.87 meV / A
2026-09-02 23:42:15.518 INFO: Epoch 287: head: Default, loss=0.00261537, RMSE_E_per_atom=    1.26 meV, RMSE_F=   16.96 meV / A
2026-09-02 23:42:18.306 INFO: Epoch 288: head: Default, loss=0.00262042, RMSE_E_per_atom=    1.55 meV, RMSE_F=   16.98 meV / A
2026-09-02 23:42:21.087 INFO: Epoch 289: head: Default, loss=0.00260391, RMSE_E_per_atom=    1.77 meV, RMSE_F=   16.92 meV / A
2026-09-02 23:42:23.875 INFO: Epoch 290: head: Default, loss=0.00260284, RMSE_E_per_atom=    1.26 meV, RMSE_F=   16.92 meV / A
2026-09-02 23:42:26.661 INFO: Epoch 291: head: Default, loss=0.00264183, RMSE_E_per_atom=    0.92 meV, RMSE_F=   17.05 meV / A
2026-09-02 23:42:29.448 INFO: Epoch 292: head: Default, loss=0.00259487, RMSE_E_per_atom=    1.19 meV, RMSE_F=   16.89 meV / A
2026-09-02 23:42:32.236 INFO: Epoch 293: head: Default, loss=0.00259743, RMSE_E_per_atom=    1.00 meV, RMSE_F=   16.90 meV / A
2026-09-02 23:42:35.026 INFO: Epoch 294: head: Default, loss=0.00258253, RMSE_E_per_atom=    1.33 meV, RMSE_F=   16.85 meV / A
2026-09-02 23:42:37.831 INFO: Epoch 295: head: Default, loss=0.00260683, RMSE_E_per_atom=    1.45 meV, RMSE_F=   16.93 meV / A
2026-09-02 23:42:40.622 INFO: Epoch 296: head: Default, loss=0.00257691, RMSE_E_per_atom=    1.35 meV, RMSE_F=   16.84 meV / A
2026-09-02 23:42:43.436 INFO: Epoch 297: head: Default, loss=0.00257305, RMSE_E_per_atom=    1.01 meV, RMSE_F=   16.82 meV / A
2026-09-02 23:42:46.245 INFO: Epoch 298: head: Default, loss=0.00254161, RMSE_E_per_atom=    2.21 meV, RMSE_F=   16.72 meV / A
2026-09-02 23:42:49.050 INFO: Epoch 299: head: Default, loss=0.00256712, RMSE_E_per_atom=    1.36 meV, RMSE_F=   16.80 meV / A
2026-09-02 23:42:51.846 INFO: Epoch 300: head: Default, loss=0.00252178, RMSE_E_per_atom=    1.22 meV, RMSE_F=   16.65 meV / A
2026-09-02 23:42:54.659 INFO: Epoch 301: head: Default, loss=0.00251307, RMSE_E_per_atom=    1.31 meV, RMSE_F=   16.63 meV / A
2026-09-02 23:42:57.465 INFO: Epoch 302: head: Default, loss=0.00254604, RMSE_E_per_atom=    1.39 meV, RMSE_F=   16.73 meV / A
2026-09-02 23:43:00.253 INFO: Epoch 303: head: Default, loss=0.00251666, RMSE_E_per_atom=    0.94 meV, RMSE_F=   16.64 meV / A
2026-09-02 23:43:03.035 INFO: Epoch 304: head: Default, loss=0.00249554, RMSE_E_per_atom=    1.04 meV, RMSE_F=   16.57 meV / A
2026-09-02 23:43:05.847 INFO: Epoch 305: head: Default, loss=0.00248483, RMSE_E_per_atom=    1.07 meV, RMSE_F=   16.53 meV / A
2026-09-02 23:43:08.662 INFO: Epoch 306: head: Default, loss=0.00248496, RMSE_E_per_atom=    1.08 meV, RMSE_F=   16.53 meV / A
2026-09-02 23:43:11.455 INFO: Epoch 307: head: Default, loss=0.00247641, RMSE_E_per_atom=    1.05 meV, RMSE_F=   16.50 meV / A
2026-09-02 23:43:14.358 INFO: Epoch 308: head: Default, loss=0.00246089, RMSE_E_per_atom=    1.41 meV, RMSE_F=   16.45 meV / A
2026-09-02 23:43:17.253 INFO: Epoch 309: head: Default, loss=0.00247690, RMSE_E_per_atom=    1.02 meV, RMSE_F=   16.51 meV / A
2026-09-02 23:43:20.126 INFO: Epoch 310: head: Default, loss=0.00245675, RMSE_E_per_atom=    1.08 meV, RMSE_F=   16.44 meV / A
2026-09-02 23:43:23.028 INFO: Epoch 311: head: Default, loss=0.00244167, RMSE_E_per_atom=    1.14 meV, RMSE_F=   16.39 meV / A
2026-09-02 23:43:25.927 INFO: Epoch 312: head: Default, loss=0.00242719, RMSE_E_per_atom=    1.12 meV, RMSE_F=   16.34 meV / A
2026-09-02 23:43:28.812 INFO: Epoch 313: head: Default, loss=0.00240786, RMSE_E_per_atom=    1.56 meV, RMSE_F=   16.27 meV / A
2026-09-02 23:43:31.705 INFO: Epoch 314: head: Default, loss=0.00241588, RMSE_E_per_atom=    1.00 meV, RMSE_F=   16.30 meV / A
2026-09-02 23:43:34.578 INFO: Epoch 315: head: Default, loss=0.00236751, RMSE_E_per_atom=    1.10 meV, RMSE_F=   16.14 meV / A
2026-09-02 23:43:37.471 INFO: Epoch 316: head: Default, loss=0.00239107, RMSE_E_per_atom=    1.69 meV, RMSE_F=   16.22 meV / A
2026-09-02 23:43:40.342 INFO: Epoch 317: head: Default, loss=0.00240378, RMSE_E_per_atom=    1.46 meV, RMSE_F=   16.26 meV / A
2026-09-02 23:43:43.210 INFO: Epoch 318: head: Default, loss=0.00240282, RMSE_E_per_atom=    0.94 meV, RMSE_F=   16.26 meV / A
2026-09-02 23:43:46.084 INFO: Epoch 319: head: Default, loss=0.00236939, RMSE_E_per_atom=    1.04 meV, RMSE_F=   16.14 meV / A
2026-09-02 23:43:48.956 INFO: Epoch 320: head: Default, loss=0.00236483, RMSE_E_per_atom=    1.18 meV, RMSE_F=   16.13 meV / A
2026-09-02 23:43:51.829 INFO: Epoch 321: head: Default, loss=0.00234456, RMSE_E_per_atom=    2.41 meV, RMSE_F=   16.06 meV / A
2026-09-02 23:43:54.716 INFO: Epoch 322: head: Default, loss=0.00238061, RMSE_E_per_atom=    1.35 meV, RMSE_F=   16.18 meV / A
2026-09-02 23:43:57.588 INFO: Epoch 323: head: Default, loss=0.00236878, RMSE_E_per_atom=    0.93 meV, RMSE_F=   16.14 meV / A
2026-09-02 23:44:00.451 INFO: Epoch 324: head: Default, loss=0.00236678, RMSE_E_per_atom=    1.25 meV, RMSE_F=   16.13 meV / A
2026-09-02 23:44:03.273 INFO: Epoch 325: head: Default, loss=0.00234233, RMSE_E_per_atom=    0.98 meV, RMSE_F=   16.05 meV / A
2026-09-02 23:44:06.087 INFO: Epoch 326: head: Default, loss=0.00230202, RMSE_E_per_atom=    1.38 meV, RMSE_F=   15.91 meV / A
2026-09-02 23:44:08.904 INFO: Epoch 327: head: Default, loss=0.00234570, RMSE_E_per_atom=    1.62 meV, RMSE_F=   16.06 meV / A
2026-09-02 23:44:11.696 INFO: Epoch 328: head: Default, loss=0.00237298, RMSE_E_per_atom=    1.04 meV, RMSE_F=   16.16 meV / A
2026-09-02 23:44:14.496 INFO: Epoch 329: head: Default, loss=0.00236621, RMSE_E_per_atom=    0.94 meV, RMSE_F=   16.13 meV / A
2026-09-02 23:44:17.294 INFO: Epoch 330: head: Default, loss=0.00233543, RMSE_E_per_atom=    0.98 meV, RMSE_F=   16.03 meV / A
2026-09-02 23:44:20.091 INFO: Epoch 331: head: Default, loss=0.00231961, RMSE_E_per_atom=    1.03 meV, RMSE_F=   15.97 meV / A
2026-09-02 23:44:22.890 INFO: Epoch 332: head: Default, loss=0.00231490, RMSE_E_per_atom=    0.89 meV, RMSE_F=   15.96 meV / A
2026-09-02 23:44:25.687 INFO: Epoch 333: head: Default, loss=0.00229000, RMSE_E_per_atom=    1.33 meV, RMSE_F=   15.87 meV / A
2026-09-02 23:44:28.498 INFO: Epoch 334: head: Default, loss=0.00229415, RMSE_E_per_atom=    1.39 meV, RMSE_F=   15.89 meV / A
2026-09-02 23:44:31.285 INFO: Epoch 335: head: Default, loss=0.00227670, RMSE_E_per_atom=    1.16 meV, RMSE_F=   15.82 meV / A
2026-09-02 23:44:34.091 INFO: Epoch 336: head: Default, loss=0.00228794, RMSE_E_per_atom=    1.21 meV, RMSE_F=   15.86 meV / A
2026-09-02 23:44:36.888 INFO: Epoch 337: head: Default, loss=0.00228777, RMSE_E_per_atom=    1.11 meV, RMSE_F=   15.86 meV / A
2026-09-02 23:44:39.674 INFO: Epoch 338: head: Default, loss=0.00231091, RMSE_E_per_atom=    2.25 meV, RMSE_F=   15.94 meV / A
2026-09-02 23:44:42.466 INFO: Epoch 339: head: Default, loss=0.00231988, RMSE_E_per_atom=    0.94 meV, RMSE_F=   15.97 meV / A
2026-09-02 23:44:45.261 INFO: Epoch 340: head: Default, loss=0.00232601, RMSE_E_per_atom=    2.50 meV, RMSE_F=   15.99 meV / A
2026-09-02 23:44:48.060 INFO: Epoch 341: head: Default, loss=0.00228183, RMSE_E_per_atom=    1.04 meV, RMSE_F=   15.84 meV / A
2026-09-02 23:44:50.842 INFO: Epoch 342: head: Default, loss=0.00226311, RMSE_E_per_atom=    1.65 meV, RMSE_F=   15.78 meV / A
2026-09-02 23:44:53.656 INFO: Epoch 343: head: Default, loss=0.00226565, RMSE_E_per_atom=    1.23 meV, RMSE_F=   15.79 meV / A
2026-09-02 23:44:56.454 INFO: Epoch 344: head: Default, loss=0.00226306, RMSE_E_per_atom=    0.97 meV, RMSE_F=   15.78 meV / A
2026-09-02 23:44:59.275 INFO: Epoch 345: head: Default, loss=0.00225850, RMSE_E_per_atom=    2.04 meV, RMSE_F=   15.76 meV / A
2026-09-02 23:45:02.101 INFO: Epoch 346: head: Default, loss=0.00224538, RMSE_E_per_atom=    1.22 meV, RMSE_F=   15.72 meV / A
2026-09-02 23:45:04.906 INFO: Epoch 347: head: Default, loss=0.00222321, RMSE_E_per_atom=    1.14 meV, RMSE_F=   15.64 meV / A
2026-09-02 23:45:07.696 INFO: Epoch 348: head: Default, loss=0.00219751, RMSE_E_per_atom=    1.03 meV, RMSE_F=   15.55 meV / A
2026-09-02 23:45:10.507 INFO: Epoch 349: head: Default, loss=0.00219258, RMSE_E_per_atom=    1.68 meV, RMSE_F=   15.53 meV / A
2026-09-02 23:45:13.324 INFO: Epoch 350: head: Default, loss=0.00224889, RMSE_E_per_atom=    1.33 meV, RMSE_F=   15.73 meV / A
2026-09-02 23:45:16.122 INFO: Epoch 351: head: Default, loss=0.00224780, RMSE_E_per_atom=    1.93 meV, RMSE_F=   15.72 meV / A
2026-09-02 23:45:18.923 INFO: Epoch 352: head: Default, loss=0.00225582, RMSE_E_per_atom=    2.02 meV, RMSE_F=   15.75 meV / A
2026-09-02 23:45:21.720 INFO: Epoch 353: head: Default, loss=0.00230718, RMSE_E_per_atom=    3.58 meV, RMSE_F=   15.93 meV / A
2026-09-02 23:45:24.511 INFO: Epoch 354: head: Default, loss=0.00229852, RMSE_E_per_atom=    1.06 meV, RMSE_F=   15.90 meV / A
2026-09-02 23:45:27.314 INFO: Epoch 355: head: Default, loss=0.00229328, RMSE_E_per_atom=    1.77 meV, RMSE_F=   15.88 meV / A
2026-09-02 23:45:30.109 INFO: Epoch 356: head: Default, loss=0.00225889, RMSE_E_per_atom=    1.15 meV, RMSE_F=   15.76 meV / A
2026-09-02 23:45:32.904 INFO: Epoch 357: head: Default, loss=0.00222107, RMSE_E_per_atom=    1.45 meV, RMSE_F=   15.63 meV / A
2026-09-02 23:45:35.696 INFO: Epoch 358: head: Default, loss=0.00222968, RMSE_E_per_atom=    1.32 meV, RMSE_F=   15.66 meV / A
2026-09-02 23:45:38.489 INFO: Epoch 359: head: Default, loss=0.00221983, RMSE_E_per_atom=    1.00 meV, RMSE_F=   15.63 meV / A
2026-09-02 23:45:41.286 INFO: Epoch 360: head: Default, loss=0.00221211, RMSE_E_per_atom=    1.00 meV, RMSE_F=   15.60 meV / A
2026-09-02 23:45:44.085 INFO: Epoch 361: head: Default, loss=0.00221452, RMSE_E_per_atom=    1.10 meV, RMSE_F=   15.61 meV / A
2026-09-02 23:45:46.879 INFO: Epoch 362: head: Default, loss=0.00221718, RMSE_E_per_atom=    1.09 meV, RMSE_F=   15.62 meV / A
2026-09-02 23:45:49.673 INFO: Epoch 363: head: Default, loss=0.00218865, RMSE_E_per_atom=    1.04 meV, RMSE_F=   15.52 meV / A
2026-09-02 23:45:52.487 INFO: Epoch 364: head: Default, loss=0.00217229, RMSE_E_per_atom=    0.98 meV, RMSE_F=   15.46 meV / A
2026-09-02 23:45:55.301 INFO: Epoch 365: head: Default, loss=0.00216364, RMSE_E_per_atom=    1.36 meV, RMSE_F=   15.43 meV / A
2026-09-02 23:45:58.121 INFO: Epoch 366: head: Default, loss=0.00214866, RMSE_E_per_atom=    1.24 meV, RMSE_F=   15.37 meV / A
2026-09-02 23:46:00.938 INFO: Epoch 367: head: Default, loss=0.00215602, RMSE_E_per_atom=    1.17 meV, RMSE_F=   15.40 meV / A
2026-09-02 23:46:03.730 INFO: Epoch 368: head: Default, loss=0.00216057, RMSE_E_per_atom=    1.00 meV, RMSE_F=   15.42 meV / A
2026-09-02 23:46:06.514 INFO: Epoch 369: head: Default, loss=0.00217968, RMSE_E_per_atom=    1.76 meV, RMSE_F=   15.48 meV / A
2026-09-02 23:46:09.302 INFO: Epoch 370: head: Default, loss=0.00219236, RMSE_E_per_atom=    2.11 meV, RMSE_F=   15.53 meV / A
2026-09-02 23:46:12.059 INFO: Epoch 371: head: Default, loss=0.00219010, RMSE_E_per_atom=    1.67 meV, RMSE_F=   15.52 meV / A
2026-09-02 23:46:14.833 INFO: Epoch 372: head: Default, loss=0.00225174, RMSE_E_per_atom=    1.73 meV, RMSE_F=   15.74 meV / A
2026-09-02 23:46:17.617 INFO: Epoch 373: head: Default, loss=0.00229359, RMSE_E_per_atom=    2.62 meV, RMSE_F=   15.88 meV / A
2026-09-02 23:46:20.401 INFO: Epoch 374: head: Default, loss=0.00225897, RMSE_E_per_atom=    1.00 meV, RMSE_F=   15.76 meV / A
2026-09-02 23:46:23.165 INFO: Epoch 375: head: Default, loss=0.00222059, RMSE_E_per_atom=    1.19 meV, RMSE_F=   15.63 meV / A
2026-09-02 23:46:25.932 INFO: Epoch 376: head: Default, loss=0.00217541, RMSE_E_per_atom=    1.03 meV, RMSE_F=   15.47 meV / A
2026-09-02 23:46:28.713 INFO: Epoch 377: head: Default, loss=0.00215605, RMSE_E_per_atom=    1.02 meV, RMSE_F=   15.40 meV / A
2026-09-02 23:46:31.494 INFO: Epoch 378: head: Default, loss=0.00215844, RMSE_E_per_atom=    1.02 meV, RMSE_F=   15.41 meV / A
2026-09-02 23:46:34.279 INFO: Epoch 379: head: Default, loss=0.00215193, RMSE_E_per_atom=    1.09 meV, RMSE_F=   15.39 meV / A
2026-09-02 23:46:37.049 INFO: Epoch 380: head: Default, loss=0.00213304, RMSE_E_per_atom=    1.40 meV, RMSE_F=   15.32 meV / A
2026-09-02 23:46:39.843 INFO: Epoch 381: head: Default, loss=0.00215622, RMSE_E_per_atom=    1.40 meV, RMSE_F=   15.40 meV / A
2026-09-02 23:46:42.610 INFO: Epoch 382: head: Default, loss=0.00212725, RMSE_E_per_atom=    0.98 meV, RMSE_F=   15.30 meV / A
2026-09-02 23:46:45.399 INFO: Epoch 383: head: Default, loss=0.00212386, RMSE_E_per_atom=    1.24 meV, RMSE_F=   15.28 meV / A
2026-09-02 23:46:48.191 INFO: Epoch 384: head: Default, loss=0.00211102, RMSE_E_per_atom=    0.93 meV, RMSE_F=   15.24 meV / A
2026-09-02 23:46:50.985 INFO: Epoch 385: head: Default, loss=0.00209693, RMSE_E_per_atom=    1.05 meV, RMSE_F=   15.19 meV / A
2026-09-02 23:46:53.777 INFO: Epoch 386: head: Default, loss=0.00208599, RMSE_E_per_atom=    1.54 meV, RMSE_F=   15.15 meV / A
2026-09-02 23:46:56.571 INFO: Epoch 387: head: Default, loss=0.00207115, RMSE_E_per_atom=    0.98 meV, RMSE_F=   15.09 meV / A
2026-09-02 23:46:59.354 INFO: Epoch 388: head: Default, loss=0.00205748, RMSE_E_per_atom=    1.01 meV, RMSE_F=   15.04 meV / A
2026-09-02 23:47:02.155 INFO: Epoch 389: head: Default, loss=0.00205722, RMSE_E_per_atom=    2.11 meV, RMSE_F=   15.04 meV / A
2026-09-02 23:47:04.938 INFO: Epoch 390: head: Default, loss=0.00207502, RMSE_E_per_atom=    1.01 meV, RMSE_F=   15.11 meV / A
2026-09-02 23:47:07.711 INFO: Epoch 391: head: Default, loss=0.00206459, RMSE_E_per_atom=    1.14 meV, RMSE_F=   15.07 meV / A
2026-09-02 23:47:10.463 INFO: Epoch 392: head: Default, loss=0.00205957, RMSE_E_per_atom=    1.00 meV, RMSE_F=   15.05 meV / A
2026-09-02 23:47:13.226 INFO: Epoch 393: head: Default, loss=0.00204381, RMSE_E_per_atom=    1.26 meV, RMSE_F=   14.99 meV / A
2026-09-02 23:47:16.003 INFO: Epoch 394: head: Default, loss=0.00203948, RMSE_E_per_atom=    1.15 meV, RMSE_F=   14.98 meV / A
2026-09-02 23:47:18.771 INFO: Epoch 395: head: Default, loss=0.00205800, RMSE_E_per_atom=    1.14 meV, RMSE_F=   15.05 meV / A
2026-09-02 23:47:21.529 INFO: Epoch 396: head: Default, loss=0.00205266, RMSE_E_per_atom=    1.05 meV, RMSE_F=   15.03 meV / A
2026-09-02 23:47:24.281 INFO: Epoch 397: head: Default, loss=0.00203370, RMSE_E_per_atom=    0.98 meV, RMSE_F=   14.96 meV / A
