2026-09-02 23:28:30.633 INFO: ===========VERIFYING SETTINGS===========
2026-09-02 23:28:30.634 INFO: Stage Two is activated as start_stage_two was defined
2026-09-02 23:28:30.634 WARNING: start_stage_two must be less than max_num_epochs, got 501 > 500
2026-09-02 23:28:30.634 WARNING: Stage Two will not start, as start_stage_two > max_num_epochs
2026-09-02 23:28:30.634 INFO: MACE version: 0.3.16
2026-09-02 23:28:30.710 INFO: CUDA version: 12.6, CUDA device: 0
2026-09-02 23:28:30.761 INFO: ===========LOADING INPUT DATA===========
2026-09-02 23:28:30.761 INFO: Using heads: ['Default']
2026-09-02 23:28:30.761 INFO: Using the key specifications to parse data:
2026-09-02 23:28:30.761 INFO: Default: KeySpecification(info_keys={'energy': 'TotEnergy', 'stress': 'REF_stress', 'virials': 'REF_virials', 'dipole': 'dipole', 'head': 'head', 'elec_temp': 'elec_temp', 'total_charge': 'total_charge', 'polarizability': 'polarizability', 'total_spin': 'total_spin'}, arrays_keys={'forces': 'force', 'charges': 'REF_charges'})
2026-09-02 23:28:30.761 INFO: =============    Processing head Default     ===========
2026-09-02 23:28:30.894 INFO: Training set 1/1 [energy: 206, stress: 0, virials: 0, dipole components: 0, head: 206, elec_temp: 0, total_charge: 0, polarizability: 0, total_spin: 0, forces: 206, charges: 0]
2026-09-02 23:28:30.895 INFO: Total Training set [energy: 206, stress: 0, virials: 0, dipole components: 0, head: 206, elec_temp: 0, total_charge: 0, polarizability: 0, total_spin: 0, forces: 206, charges: 0]
2026-09-02 23:28:30.916 INFO: Validation set 1/1 [energy: 11, stress: 0, virials: 0, dipole components: 0, head: 11, elec_temp: 0, total_charge: 0, polarizability: 0, total_spin: 0, forces: 11, charges: 0]
2026-09-02 23:28:30.916 INFO: Total Validation set [energy: 11, stress: 0, virials: 0, dipole components: 0, head: 11, elec_temp: 0, total_charge: 0, polarizability: 0, total_spin: 0, forces: 11, charges: 0]
2026-09-02 23:28:30.916 INFO: Total number of configurations: train=206, valid=11, tests=[],
2026-09-02 23:28:30.916 INFO: Using atomic numbers from command line argument
2026-09-02 23:28:30.916 INFO: Atomic Numbers used: [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 26, 29, 30, 35, 53]
2026-09-02 23:28:30.917 INFO: Isolated Atomic Energies (E0s) not in training file, using command line argument
2026-09-02 23:28:30.917 INFO: Atomic Energies used (z: eV) for head Default: {1: -13.44479871561175, 2: -78.82026497397555, 3: -203.32889490923526, 4: -398.9476678874043, 5: -670.7505467717353, 6: -1029.852812546429, 7: -1485.5394904484108, 8: -2042.975987335815, 9: -2714.2417581011205, 10: -3508.7436184608446, 11: -4415.242408190776, 12: -5443.898798172279, 13: -6594.619151072571, 14: -7873.684872727564, 15: -9285.660884444838, 16: -10832.622086200296, 17: -12520.671203385575, 18: -14354.28030489181, 19: -16323.546294804388, 20: -18436.482948520596, 26: -34384.00563450578, 29: -44637.392129868334, 30: -48417.153705836645, 35: -70041.25095534947, 53: -8099.879137037657}
2026-09-02 23:28:30.917 INFO: Processing datasets for head 'Default'
2026-09-02 23:28:31.087 INFO: Combining 1 list datasets for head 'Default'
2026-09-02 23:28:31.097 INFO: Combining 1 list datasets for head 'Default_valid'
2026-09-02 23:28:31.097 INFO: Combined validation datasets for Default
2026-09-02 23:28:31.097 INFO: Head 'Default' training dataset size: 206
2026-09-02 23:28:31.098 INFO: Computing average number of neighbors
2026-09-02 23:28:31.391 INFO: Average number of neighbors: 21.397192001342773
2026-09-02 23:28:31.391 INFO: During training the following quantities will be reported: energy, forces
2026-09-02 23:28:31.391 INFO: ===========MODEL DETAILS===========
2026-09-02 23:28:31.579 INFO: Building model
2026-09-02 23:28:31.580 INFO: Message passing with 32 channels and max_L=0 (32x0e)
2026-09-02 23:28:31.580 INFO: 2 layers, each with correlation order: 3 (body order: 4) and spherical harmonics up to: l=3
2026-09-02 23:28:31.580 INFO: 8 radial and 5 basis functions
2026-09-02 23:28:31.580 INFO: Radial cutoff: 5.0 A (total receptive field for each atom: 10.0 A)
2026-09-02 23:28:31.580 INFO: Distance transform for radial basis functions: None
2026-09-02 23:28:31.580 INFO: Hidden irreps: 32x0e
2026-09-02 23:28:32.582 INFO: ===========OPTIMIZER INFORMATION===========
2026-09-02 23:28:32.583 INFO: Using ADAM as parameter optimizer
2026-09-02 23:28:32.583 INFO: Batch size: 4
2026-09-02 23:28:32.583 INFO: Using Exponential Moving Average with decay: 0.99
2026-09-02 23:28:32.583 INFO: Number of gradient updates: 25750
2026-09-02 23:28:32.583 INFO: Learning rate: 0.01, weight decay: 1e-06
2026-09-02 23:28:32.583 INFO: WeightedEnergyForcesLoss(energy_weight=1.000, forces_weight=100.000)
2026-09-02 23:28:32.583 INFO: === Layer's learning rates ===
2026-09-02 23:28:32.584 INFO: Param group 0: lr = 0.01
2026-09-02 23:28:32.584 INFO: Param group 1: lr = 0.01
2026-09-02 23:28:32.584 INFO: Param group 2: lr = 0.01
2026-09-02 23:28:32.584 INFO: Param group 3: lr = 0.01
2026-09-02 23:28:32.584 INFO: Param group 4: lr = 0.01
2026-09-02 23:28:32.585 INFO: Using gradient clipping with tolerance=10.000
2026-09-02 23:28:32.585 INFO: 
2026-09-02 23:28:32.585 INFO: ===========TRAINING===========
2026-09-02 23:28:32.585 INFO: Started training, reporting errors on validation set
2026-09-02 23:28:32.585 INFO: Loss metrics on validation set
2026-09-02 23:28:33.655 INFO: Initial: head: Default, loss=2.58477521, RMSE_E_per_atom= 5004.50 meV, RMSE_F=  184.05 meV / A
2026-09-02 23:40:16.572 INFO: Epoch 253: head: Default, loss=0.00328795, RMSE_E_per_atom=    0.99 meV, RMSE_F=   19.02 meV / A
2026-09-02 23:40:19.308 INFO: Epoch 254: head: Default, loss=0.00324095, RMSE_E_per_atom=    1.79 meV, RMSE_F=   18.88 meV / A
2026-09-02 23:40:22.042 INFO: Epoch 255: head: Default, loss=0.00322906, RMSE_E_per_atom=    1.13 meV, RMSE_F=   18.85 meV / A
2026-09-02 23:40:24.778 INFO: Epoch 256: head: Default, loss=0.00327316, RMSE_E_per_atom=    2.24 meV, RMSE_F=   18.97 meV / A
2026-09-02 23:40:27.490 INFO: Epoch 257: head: Default, loss=0.00329178, RMSE_E_per_atom=    1.72 meV, RMSE_F=   19.03 meV / A
2026-09-02 23:40:30.199 INFO: Epoch 258: head: Default, loss=0.00328989, RMSE_E_per_atom=    1.42 meV, RMSE_F=   19.02 meV / A
2026-09-02 23:40:32.909 INFO: Epoch 259: head: Default, loss=0.00326730, RMSE_E_per_atom=    1.79 meV, RMSE_F=   18.96 meV / A
2026-09-02 23:40:35.609 INFO: Epoch 260: head: Default, loss=0.00322732, RMSE_E_per_atom=    1.05 meV, RMSE_F=   18.84 meV / A
2026-09-02 23:40:38.342 INFO: Epoch 261: head: Default, loss=0.00320674, RMSE_E_per_atom=    1.05 meV, RMSE_F=   18.78 meV / A
2026-09-02 23:40:41.064 INFO: Epoch 262: head: Default, loss=0.00319616, RMSE_E_per_atom=    0.86 meV, RMSE_F=   18.75 meV / A
2026-09-02 23:40:43.785 INFO: Epoch 263: head: Default, loss=0.00316118, RMSE_E_per_atom=    0.82 meV, RMSE_F=   18.65 meV / A
2026-09-02 23:40:46.509 INFO: Epoch 264: head: Default, loss=0.00315492, RMSE_E_per_atom=    1.45 meV, RMSE_F=   18.63 meV / A
2026-09-02 23:40:49.237 INFO: Epoch 265: head: Default, loss=0.00312040, RMSE_E_per_atom=    1.05 meV, RMSE_F=   18.53 meV / A
2026-09-02 23:40:51.967 INFO: Epoch 266: head: Default, loss=0.00313232, RMSE_E_per_atom=    0.84 meV, RMSE_F=   18.56 meV / A
2026-09-02 23:40:54.683 INFO: Epoch 267: head: Default, loss=0.00313659, RMSE_E_per_atom=    0.85 meV, RMSE_F=   18.57 meV / A
2026-09-02 23:40:57.396 INFO: Epoch 268: head: Default, loss=0.00307736, RMSE_E_per_atom=    0.72 meV, RMSE_F=   18.40 meV / A
2026-09-02 23:41:00.129 INFO: Epoch 269: head: Default, loss=0.00308444, RMSE_E_per_atom=    1.03 meV, RMSE_F=   18.42 meV / A
2026-09-02 23:41:02.837 INFO: Epoch 270: head: Default, loss=0.00309317, RMSE_E_per_atom=    0.92 meV, RMSE_F=   18.45 meV / A
2026-09-02 23:41:05.545 INFO: Epoch 271: head: Default, loss=0.00307039, RMSE_E_per_atom=    2.12 meV, RMSE_F=   18.38 meV / A
2026-09-02 23:41:08.275 INFO: Epoch 272: head: Default, loss=0.00306268, RMSE_E_per_atom=    1.56 meV, RMSE_F=   18.35 meV / A
2026-09-02 23:41:11.003 INFO: Epoch 273: head: Default, loss=0.00303435, RMSE_E_per_atom=    0.95 meV, RMSE_F=   18.27 meV / A
2026-09-02 23:41:13.734 INFO: Epoch 274: head: Default, loss=0.00301044, RMSE_E_per_atom=    1.01 meV, RMSE_F=   18.20 meV / A
2026-09-02 23:41:16.461 INFO: Epoch 275: head: Default, loss=0.00301918, RMSE_E_per_atom=    2.06 meV, RMSE_F=   18.22 meV / A
2026-09-02 23:41:19.176 INFO: Epoch 276: head: Default, loss=0.00298748, RMSE_E_per_atom=    1.35 meV, RMSE_F=   18.13 meV / A
2026-09-02 23:41:21.911 INFO: Epoch 277: head: Default, loss=0.00299268, RMSE_E_per_atom=    1.00 meV, RMSE_F=   18.14 meV / A
2026-09-02 23:41:24.622 INFO: Epoch 278: head: Default, loss=0.00300724, RMSE_E_per_atom=    1.36 meV, RMSE_F=   18.19 meV / A
2026-09-02 23:41:27.332 INFO: Epoch 279: head: Default, loss=0.00302284, RMSE_E_per_atom=    0.82 meV, RMSE_F=   18.23 meV / A
2026-09-02 23:41:30.040 INFO: Epoch 280: head: Default, loss=0.00297780, RMSE_E_per_atom=    1.83 meV, RMSE_F=   18.10 meV / A
2026-09-02 23:41:32.776 INFO: Epoch 281: head: Default, loss=0.00295639, RMSE_E_per_atom=    0.82 meV, RMSE_F=   18.03 meV / A
2026-09-02 23:41:35.509 INFO: Epoch 282: head: Default, loss=0.00295726, RMSE_E_per_atom=    0.94 meV, RMSE_F=   18.04 meV / A
2026-09-02 23:41:38.224 INFO: Epoch 283: head: Default, loss=0.00294506, RMSE_E_per_atom=    0.87 meV, RMSE_F=   18.00 meV / A
2026-09-02 23:41:40.954 INFO: Epoch 284: head: Default, loss=0.00291583, RMSE_E_per_atom=    2.29 meV, RMSE_F=   17.91 meV / A
2026-09-02 23:41:43.676 INFO: Epoch 285: head: Default, loss=0.00293573, RMSE_E_per_atom=    1.30 meV, RMSE_F=   17.97 meV / A
2026-09-02 23:41:46.372 INFO: Epoch 286: head: Default, loss=0.00291652, RMSE_E_per_atom=    1.87 meV, RMSE_F=   17.91 meV / A
2026-09-02 23:41:49.079 INFO: Epoch 287: head: Default, loss=0.00293395, RMSE_E_per_atom=    1.02 meV, RMSE_F=   17.96 meV / A
2026-09-02 23:41:51.791 INFO: Epoch 288: head: Default, loss=0.00292667, RMSE_E_per_atom=    0.99 meV, RMSE_F=   17.94 meV / A
2026-09-02 23:41:54.501 INFO: Epoch 289: head: Default, loss=0.00287388, RMSE_E_per_atom=    3.27 meV, RMSE_F=   17.78 meV / A
2026-09-02 23:41:57.239 INFO: Epoch 290: head: Default, loss=0.00286205, RMSE_E_per_atom=    0.83 meV, RMSE_F=   17.74 meV / A
2026-09-02 23:41:59.972 INFO: Epoch 291: head: Default, loss=0.00290757, RMSE_E_per_atom=    1.33 meV, RMSE_F=   17.88 meV / A
2026-09-02 23:42:02.688 INFO: Epoch 292: head: Default, loss=0.00289457, RMSE_E_per_atom=    1.36 meV, RMSE_F=   17.84 meV / A
2026-09-02 23:42:05.394 INFO: Epoch 293: head: Default, loss=0.00288102, RMSE_E_per_atom=    1.55 meV, RMSE_F=   17.80 meV / A
2026-09-02 23:42:08.104 INFO: Epoch 294: head: Default, loss=0.00289477, RMSE_E_per_atom=    1.37 meV, RMSE_F=   17.84 meV / A
2026-09-02 23:42:10.817 INFO: Epoch 295: head: Default, loss=0.00287548, RMSE_E_per_atom=    0.91 meV, RMSE_F=   17.78 meV / A
2026-09-02 23:42:13.532 INFO: Epoch 296: head: Default, loss=0.00287080, RMSE_E_per_atom=    1.13 meV, RMSE_F=   17.77 meV / A
2026-09-02 23:42:16.236 INFO: Epoch 297: head: Default, loss=0.00284054, RMSE_E_per_atom=    0.93 meV, RMSE_F=   17.68 meV / A
2026-09-02 23:42:18.979 INFO: Epoch 298: head: Default, loss=0.00283384, RMSE_E_per_atom=    1.71 meV, RMSE_F=   17.65 meV / A
2026-09-02 23:42:21.712 INFO: Epoch 299: head: Default, loss=0.00279969, RMSE_E_per_atom=    0.89 meV, RMSE_F=   17.55 meV / A
2026-09-02 23:42:24.446 INFO: Epoch 300: head: Default, loss=0.00280302, RMSE_E_per_atom=    0.86 meV, RMSE_F=   17.56 meV / A
2026-09-02 23:42:27.160 INFO: Epoch 301: head: Default, loss=0.00279693, RMSE_E_per_atom=    0.80 meV, RMSE_F=   17.54 meV / A
2026-09-02 23:42:29.890 INFO: Epoch 302: head: Default, loss=0.00277354, RMSE_E_per_atom=    0.80 meV, RMSE_F=   17.47 meV / A
2026-09-02 23:42:32.618 INFO: Epoch 303: head: Default, loss=0.00275914, RMSE_E_per_atom=    1.24 meV, RMSE_F=   17.42 meV / A
2026-09-02 23:42:35.351 INFO: Epoch 304: head: Default, loss=0.00273932, RMSE_E_per_atom=    0.77 meV, RMSE_F=   17.36 meV / A
2026-09-02 23:42:38.082 INFO: Epoch 305: head: Default, loss=0.00273046, RMSE_E_per_atom=    0.84 meV, RMSE_F=   17.33 meV / A
2026-09-02 23:42:40.818 INFO: Epoch 306: head: Default, loss=0.00269717, RMSE_E_per_atom=    0.97 meV, RMSE_F=   17.22 meV / A
2026-09-02 23:42:43.549 INFO: Epoch 307: head: Default, loss=0.00273821, RMSE_E_per_atom=    1.43 meV, RMSE_F=   17.35 meV / A
2026-09-02 23:42:46.256 INFO: Epoch 308: head: Default, loss=0.00275174, RMSE_E_per_atom=    0.89 meV, RMSE_F=   17.40 meV / A
2026-09-02 23:42:48.960 INFO: Epoch 309: head: Default, loss=0.00277804, RMSE_E_per_atom=    1.29 meV, RMSE_F=   17.48 meV / A
2026-09-02 23:42:51.669 INFO: Epoch 310: head: Default, loss=0.00298977, RMSE_E_per_atom=    3.44 meV, RMSE_F=   18.13 meV / A
2026-09-02 23:42:54.382 INFO: Epoch 311: head: Default, loss=0.00303009, RMSE_E_per_atom=    1.47 meV, RMSE_F=   18.26 meV / A
2026-09-02 23:42:57.087 INFO: Epoch 312: head: Default, loss=0.00298465, RMSE_E_per_atom=    1.31 meV, RMSE_F=   18.12 meV / A
2026-09-02 23:42:59.802 INFO: Epoch 313: head: Default, loss=0.00288545, RMSE_E_per_atom=    1.10 meV, RMSE_F=   17.82 meV / A
2026-09-02 23:43:02.558 INFO: Epoch 314: head: Default, loss=0.00283353, RMSE_E_per_atom=    1.18 meV, RMSE_F=   17.65 meV / A
2026-09-02 23:43:05.317 INFO: Epoch 315: head: Default, loss=0.00282294, RMSE_E_per_atom=    1.14 meV, RMSE_F=   17.62 meV / A
2026-09-02 23:43:08.035 INFO: Epoch 316: head: Default, loss=0.00279074, RMSE_E_per_atom=    1.01 meV, RMSE_F=   17.52 meV / A
2026-09-02 23:43:10.749 INFO: Epoch 317: head: Default, loss=0.00275734, RMSE_E_per_atom=    1.23 meV, RMSE_F=   17.42 meV / A
2026-09-02 23:43:13.458 INFO: Epoch 318: head: Default, loss=0.00273931, RMSE_E_per_atom=    1.07 meV, RMSE_F=   17.36 meV / A
2026-09-02 23:43:16.169 INFO: Epoch 319: head: Default, loss=0.00269364, RMSE_E_per_atom=    1.04 meV, RMSE_F=   17.21 meV / A
2026-09-02 23:43:18.907 INFO: Epoch 320: head: Default, loss=0.00267788, RMSE_E_per_atom=    1.22 meV, RMSE_F=   17.16 meV / A
2026-09-02 23:43:21.639 INFO: Epoch 321: head: Default, loss=0.00264216, RMSE_E_per_atom=    0.75 meV, RMSE_F=   17.05 meV / A
2026-09-02 23:43:24.374 INFO: Epoch 322: head: Default, loss=0.00261328, RMSE_E_per_atom=    0.86 meV, RMSE_F=   16.95 meV / A
2026-09-02 23:43:27.104 INFO: Epoch 323: head: Default, loss=0.00260523, RMSE_E_per_atom=    1.75 meV, RMSE_F=   16.93 meV / A
2026-09-02 23:43:29.826 INFO: Epoch 324: head: Default, loss=0.00259064, RMSE_E_per_atom=    1.38 meV, RMSE_F=   16.88 meV / A
2026-09-02 23:43:32.556 INFO: Epoch 325: head: Default, loss=0.00258962, RMSE_E_per_atom=    0.88 meV, RMSE_F=   16.88 meV / A
2026-09-02 23:43:35.291 INFO: Epoch 326: head: Default, loss=0.00259017, RMSE_E_per_atom=    0.77 meV, RMSE_F=   16.88 meV / A
2026-09-02 23:43:38.001 INFO: Epoch 327: head: Default, loss=0.00258996, RMSE_E_per_atom=    0.80 meV, RMSE_F=   16.88 meV / A
2026-09-02 23:43:40.710 INFO: Epoch 328: head: Default, loss=0.00256399, RMSE_E_per_atom=    0.81 meV, RMSE_F=   16.79 meV / A
2026-09-02 23:43:43.442 INFO: Epoch 329: head: Default, loss=0.00252720, RMSE_E_per_atom=    1.48 meV, RMSE_F=   16.67 meV / A
2026-09-02 23:43:46.177 INFO: Epoch 330: head: Default, loss=0.00251372, RMSE_E_per_atom=    0.72 meV, RMSE_F=   16.63 meV / A
2026-09-02 23:43:48.908 INFO: Epoch 331: head: Default, loss=0.00251050, RMSE_E_per_atom=    1.19 meV, RMSE_F=   16.62 meV / A
2026-09-02 23:43:51.629 INFO: Epoch 332: head: Default, loss=0.00250469, RMSE_E_per_atom=    1.01 meV, RMSE_F=   16.60 meV / A
2026-09-02 23:43:54.348 INFO: Epoch 333: head: Default, loss=0.00247225, RMSE_E_per_atom=    0.94 meV, RMSE_F=   16.49 meV / A
2026-09-02 23:43:57.080 INFO: Epoch 334: head: Default, loss=0.00249974, RMSE_E_per_atom=    1.77 meV, RMSE_F=   16.58 meV / A
2026-09-02 23:43:59.786 INFO: Epoch 335: head: Default, loss=0.00248203, RMSE_E_per_atom=    0.76 meV, RMSE_F=   16.52 meV / A
2026-09-02 23:44:02.481 INFO: Epoch 336: head: Default, loss=0.00249073, RMSE_E_per_atom=    1.39 meV, RMSE_F=   16.55 meV / A
2026-09-02 23:44:05.176 INFO: Epoch 337: head: Default, loss=0.00247493, RMSE_E_per_atom=    1.02 meV, RMSE_F=   16.50 meV / A
2026-09-02 23:44:07.884 INFO: Epoch 338: head: Default, loss=0.00246774, RMSE_E_per_atom=    1.02 meV, RMSE_F=   16.48 meV / A
2026-09-02 23:44:10.609 INFO: Epoch 339: head: Default, loss=0.00244834, RMSE_E_per_atom=    1.85 meV, RMSE_F=   16.41 meV / A
2026-09-02 23:44:13.336 INFO: Epoch 340: head: Default, loss=0.00242223, RMSE_E_per_atom=    0.73 meV, RMSE_F=   16.32 meV / A
2026-09-02 23:44:16.067 INFO: Epoch 341: head: Default, loss=0.00243014, RMSE_E_per_atom=    1.14 meV, RMSE_F=   16.35 meV / A
2026-09-02 23:44:18.770 INFO: Epoch 342: head: Default, loss=0.00240709, RMSE_E_per_atom=    0.99 meV, RMSE_F=   16.27 meV / A
2026-09-02 23:44:21.507 INFO: Epoch 343: head: Default, loss=0.00240580, RMSE_E_per_atom=    1.25 meV, RMSE_F=   16.27 meV / A
2026-09-02 23:44:24.231 INFO: Epoch 344: head: Default, loss=0.00241088, RMSE_E_per_atom=    1.20 meV, RMSE_F=   16.28 meV / A
2026-09-02 23:44:26.939 INFO: Epoch 345: head: Default, loss=0.00243024, RMSE_E_per_atom=    1.39 meV, RMSE_F=   16.35 meV / A
2026-09-02 23:44:29.631 INFO: Epoch 346: head: Default, loss=0.00243321, RMSE_E_per_atom=    0.97 meV, RMSE_F=   16.36 meV / A
2026-09-02 23:44:32.316 INFO: Epoch 347: head: Default, loss=0.00241533, RMSE_E_per_atom=    1.14 meV, RMSE_F=   16.30 meV / A
2026-09-02 23:44:35.018 INFO: Epoch 348: head: Default, loss=0.00237591, RMSE_E_per_atom=    1.38 meV, RMSE_F=   16.17 meV / A
2026-09-02 23:44:37.744 INFO: Epoch 349: head: Default, loss=0.00236763, RMSE_E_per_atom=    0.74 meV, RMSE_F=   16.14 meV / A
2026-09-02 23:44:40.462 INFO: Epoch 350: head: Default, loss=0.00238432, RMSE_E_per_atom=    1.48 meV, RMSE_F=   16.19 meV / A
2026-09-02 23:44:43.168 INFO: Epoch 351: head: Default, loss=0.00238780, RMSE_E_per_atom=    0.77 meV, RMSE_F=   16.21 meV / A
2026-09-02 23:44:45.873 INFO: Epoch 352: head: Default, loss=0.00240976, RMSE_E_per_atom=    0.72 meV, RMSE_F=   16.28 meV / A
2026-09-02 23:44:48.579 INFO: Epoch 353: head: Default, loss=0.00240122, RMSE_E_per_atom=    0.80 meV, RMSE_F=   16.25 meV / A
2026-09-02 23:44:51.276 INFO: Epoch 354: head: Default, loss=0.00236101, RMSE_E_per_atom=    1.14 meV, RMSE_F=   16.12 meV / A
2026-09-02 23:44:53.998 INFO: Epoch 355: head: Default, loss=0.00233970, RMSE_E_per_atom=    1.70 meV, RMSE_F=   16.04 meV / A
2026-09-02 23:44:56.725 INFO: Epoch 356: head: Default, loss=0.00234248, RMSE_E_per_atom=    1.01 meV, RMSE_F=   16.05 meV / A
2026-09-02 23:44:59.429 INFO: Epoch 357: head: Default, loss=0.00235295, RMSE_E_per_atom=    0.78 meV, RMSE_F=   16.09 meV / A
2026-09-02 23:45:02.140 INFO: Epoch 358: head: Default, loss=0.00234420, RMSE_E_per_atom=    0.71 meV, RMSE_F=   16.06 meV / A
2026-09-02 23:45:04.832 INFO: Epoch 359: head: Default, loss=0.00237234, RMSE_E_per_atom=    0.80 meV, RMSE_F=   16.15 meV / A
2026-09-02 23:45:07.511 INFO: Epoch 360: head: Default, loss=0.00241399, RMSE_E_per_atom=    0.78 meV, RMSE_F=   16.30 meV / A
2026-09-02 23:45:10.215 INFO: Epoch 361: head: Default, loss=0.00243986, RMSE_E_per_atom=    1.61 meV, RMSE_F=   16.38 meV / A
2026-09-02 23:45:12.924 INFO: Epoch 362: head: Default, loss=0.00240661, RMSE_E_per_atom=    1.18 meV, RMSE_F=   16.27 meV / A
2026-09-02 23:45:15.633 INFO: Epoch 363: head: Default, loss=0.00240014, RMSE_E_per_atom=    1.33 meV, RMSE_F=   16.25 meV / A
2026-09-02 23:45:18.344 INFO: Epoch 364: head: Default, loss=0.00235700, RMSE_E_per_atom=    1.36 meV, RMSE_F=   16.10 meV / A
2026-09-02 23:45:21.052 INFO: Epoch 365: head: Default, loss=0.00233192, RMSE_E_per_atom=    0.74 meV, RMSE_F=   16.02 meV / A
2026-09-02 23:45:23.777 INFO: Epoch 366: head: Default, loss=0.00231401, RMSE_E_per_atom=    0.96 meV, RMSE_F=   15.95 meV / A
2026-09-02 23:45:26.507 INFO: Epoch 367: head: Default, loss=0.00231093, RMSE_E_per_atom=    1.35 meV, RMSE_F=   15.94 meV / A
2026-09-02 23:45:29.233 INFO: Epoch 368: head: Default, loss=0.00232204, RMSE_E_per_atom=    2.38 meV, RMSE_F=   15.98 meV / A
2026-09-02 23:45:31.937 INFO: Epoch 369: head: Default, loss=0.00236599, RMSE_E_per_atom=    0.82 meV, RMSE_F=   16.13 meV / A
2026-09-02 23:45:34.643 INFO: Epoch 370: head: Default, loss=0.00234490, RMSE_E_per_atom=    2.11 meV, RMSE_F=   16.06 meV / A
2026-09-02 23:45:37.342 INFO: Epoch 371: head: Default, loss=0.00233961, RMSE_E_per_atom=    1.15 meV, RMSE_F=   16.04 meV / A
2026-09-02 23:45:40.037 INFO: Epoch 372: head: Default, loss=0.00231730, RMSE_E_per_atom=    0.80 meV, RMSE_F=   15.97 meV / A
2026-09-02 23:45:42.741 INFO: Epoch 373: head: Default, loss=0.00230762, RMSE_E_per_atom=    1.32 meV, RMSE_F=   15.93 meV / A
2026-09-02 23:45:45.467 INFO: Epoch 374: head: Default, loss=0.00230621, RMSE_E_per_atom=    1.14 meV, RMSE_F=   15.93 meV / A
2026-09-02 23:45:48.185 INFO: Epoch 375: head: Default, loss=0.00233030, RMSE_E_per_atom=    1.09 meV, RMSE_F=   16.01 meV / A
2026-09-02 23:45:50.889 INFO: Epoch 376: head: Default, loss=0.00234412, RMSE_E_per_atom=    1.09 meV, RMSE_F=   16.06 meV / A
2026-09-02 23:45:53.585 INFO: Epoch 377: head: Default, loss=0.00232201, RMSE_E_per_atom=    1.65 meV, RMSE_F=   15.98 meV / A
2026-09-02 23:45:56.290 INFO: Epoch 378: head: Default, loss=0.00229941, RMSE_E_per_atom=    1.05 meV, RMSE_F=   15.90 meV / A
2026-09-02 23:45:59.025 INFO: Epoch 379: head: Default, loss=0.00232152, RMSE_E_per_atom=    1.13 meV, RMSE_F=   15.98 meV / A
2026-09-02 23:46:01.734 INFO: Epoch 380: head: Default, loss=0.00231809, RMSE_E_per_atom=    0.89 meV, RMSE_F=   15.97 meV / A
2026-09-02 23:46:04.535 INFO: Epoch 381: head: Default, loss=0.00228648, RMSE_E_per_atom=    0.79 meV, RMSE_F=   15.86 meV / A
2026-09-02 23:46:07.336 INFO: Epoch 382: head: Default, loss=0.00224992, RMSE_E_per_atom=    0.86 meV, RMSE_F=   15.73 meV / A
2026-09-02 23:46:10.144 INFO: Epoch 383: head: Default, loss=0.00221437, RMSE_E_per_atom=    0.94 meV, RMSE_F=   15.61 meV / A
2026-09-02 23:46:12.956 INFO: Epoch 384: head: Default, loss=0.00220160, RMSE_E_per_atom=    0.83 meV, RMSE_F=   15.56 meV / A
2026-09-02 23:46:15.791 INFO: Epoch 385: head: Default, loss=0.00221319, RMSE_E_per_atom=    1.21 meV, RMSE_F=   15.60 meV / A
2026-09-02 23:46:18.612 INFO: Epoch 386: head: Default, loss=0.00219668, RMSE_E_per_atom=    0.71 meV, RMSE_F=   15.54 meV / A
2026-09-02 23:46:21.453 INFO: Epoch 387: head: Default, loss=0.00219640, RMSE_E_per_atom=    1.03 meV, RMSE_F=   15.54 meV / A
2026-09-02 23:46:24.282 INFO: Epoch 388: head: Default, loss=0.00217864, RMSE_E_per_atom=    0.92 meV, RMSE_F=   15.48 meV / A
2026-09-02 23:46:27.114 INFO: Epoch 389: head: Default, loss=0.00217448, RMSE_E_per_atom=    0.71 meV, RMSE_F=   15.47 meV / A
2026-09-02 23:46:29.962 INFO: Epoch 390: head: Default, loss=0.00217157, RMSE_E_per_atom=    0.90 meV, RMSE_F=   15.46 meV / A
2026-09-02 23:46:32.807 INFO: Epoch 391: head: Default, loss=0.00217090, RMSE_E_per_atom=    0.96 meV, RMSE_F=   15.45 meV / A
2026-09-02 23:46:35.641 INFO: Epoch 392: head: Default, loss=0.00216168, RMSE_E_per_atom=    1.43 meV, RMSE_F=   15.42 meV / A
2026-09-02 23:46:38.469 INFO: Epoch 393: head: Default, loss=0.00215502, RMSE_E_per_atom=    1.45 meV, RMSE_F=   15.40 meV / A
2026-09-02 23:46:41.318 INFO: Epoch 394: head: Default, loss=0.00214827, RMSE_E_per_atom=    0.75 meV, RMSE_F=   15.37 meV / A
2026-09-02 23:46:44.142 INFO: Epoch 395: head: Default, loss=0.00217146, RMSE_E_per_atom=    1.95 meV, RMSE_F=   15.45 meV / A
2026-09-02 23:46:46.964 INFO: Epoch 396: head: Default, loss=0.00218735, RMSE_E_per_atom=    1.47 meV, RMSE_F=   15.51 meV / A
2026-09-02 23:46:49.782 INFO: Epoch 397: head: Default, loss=0.00215752, RMSE_E_per_atom=    0.74 meV, RMSE_F=   15.41 meV / A
